ISO_Code,Year,Countries,Economic Freedom Summary Index,Rank,Quartile,Government Consumption,1A data,Transfers and subsidies,1B data,Government enterprises and investment,1C data,Top marginal income tax rate,1Di data,Top marginal income and payroll tax rate,1Dii data,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,3A data,Standard deviation of inflation,3B data,Inflation: Most recent year,3C data,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),4Ai data,Mean tariff rate,4Aii data,Standard deviation of tariff rates,4Aiii data,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting
a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation
HRV,2015,Croatia,7.05,72,2,4.438235294,24.91,4.458972455,20.83557109,8,15.08,4,40-48,0,59-64,2,4.724301937,3.541369929,2.13799665,4.681171465,8.333333333,7.5,5.139086793,7.184691089,6.448412736,7.628286005,0.948717949,5.693974997,7.628320518,11.85839741,9.591485047,1.021287382,9.907100199,-0.464499005,10,9.281726441,9.906666667,0.14,8.98,5.1,7.0012,7.497,8.629288889,6.702661394,9.963313765,8.332987579,10,5.000770814,4.615384615,7.633169251,5.749774894,8.17801284,10,8.22,10,9.406666667,5.566666667,2.807257621,6.795276232,6,7.505751282,10,6.4458253,1.706677678,5.555555556,9.615599969,3.792285905,8.833109831,7.690878748,6.199017948,7.350503305
CYP,2015,Cyprus,7.79,14,1,6.338235294,18.45,6.016551036,15.1192577,10,,7,35,6,37,6.5,7.213696582,6.100780953,3.776272009,5.443843233,8.333333333,8.333333333,4.003515462,6.411309995,5.755208333,7.20717173,0.897435897,5.836172166,9.747104113,1.264479433,9.417311242,1.456721896,9.580600462,-2.096997691,10,9.686253954,9.100559738,1.349160394,8.98,5.1,7.0012,7.497,8.360586579,6.183166585,9.310653997,7.746910291,10,5.648882978,6.923076923,7.743794892,6.771918264,8.219853784,10,8.366,10,9.455333333,5.566666667,4.486454663,6.232092805,10,10,10,7.714202356,4.945387325,8.444444444,9.679746327,4.237094957,4.998009226,8.576415539,6.813516303,7.994350664
CZE,2015,Czech Rep.,7.48,39,1,3.126470588,29.37,3.148936332,25.64340366,8,19.38876606,9,22,4,45,6.5,5.19385173,5.71271546,3.467737299,5.856587657,10,8.333333333,3.85475774,8.155976401,5.911949476,7.112138141,0.923076923,6.239871315,8.851518651,5.742406745,9.51924138,1.201896551,9.931043512,0.344782438,10,9.575450886,9.100559738,1.349160394,8.98,5.1,7.0012,7.497,8.360586579,6.61440392,9.963313765,8.288858842,10,7.744113867,3.076923077,7.743794892,6.188277279,8.209430675,10,9.311,10,9.770333333,10,4.194219589,8.221544919,10,7.755176154,10,8.361823444,3.008131287,7.333333333,9.651975758,4.293910253,6.88989176,7.377017607,6.42571,8.185955592
DNK,2015,Denmark,7.74,17,1,1.402941176,35.23,4.386140817,21.1028632,8,18.79667624,3,52,2,56,2.5,4.072270498,8.616286568,6.100836522,7.960530965,10,10,6.18505645,9.727176308,8.286163807,7.345798611,1,8.246872137,8.790115297,6.049423514,9.737814698,0.655463256,9.909593169,0.452034154,10,9.609380791,9.100559738,1.349160394,8.98,5.1,7.0012,7.497,8.360586579,5.943084671,9.963313765,7.953199218,10,7.380166593,6.923076923,7.743794892,7.349012803,8.41569965,10,9.258,10,9.752666667,10,7.422552563,5.912462861,8,10,3,7.389169237,3.839131735,7.555555556,9.856278384,7.821546496,9.872664123,8.542787559,7.914660642,8.352165515
DOM,2015,Dominican Rep.,7.23,62,2,7.814705882,13.43,9.263379735,3.203396372,6,,9,25,7,33,8,7.769521404,2.497543413,2.856078433,5.037881173,5,3.333333333,4.173605074,7.999044982,2.264957428,3.464285571,1,4.069636601,9.19085204,4.045739798,9.009654182,2.475864546,9.832650731,0.836746347,10,9.508289238,8.893333333,1.66,8.54,7.3,8.4232,3.942,8.618844444,5.636507624,8.868643095,7.25257536,10,6.728917441,3.846153846,10,6.858357096,8.182444225,5,10,9,8,5.566666667,3.837247122,7.217882418,8,2.778888327,10,6.233447422,3.028382813,4.444444444,9.244872306,2.538822467,7.915148673,6.44664351,5.603052369,6.612166597
ECU,2015,Ecuador,5.91,129,4,6.211764706,18.88,9.591280654,2,0,52.75,7,35,4,48,5.5,5.32576134,1.531141114,2.479120419,4.382351031,2.5,4.166666667,4.380510817,8.591535377,4.855072498,4.551830227,0.871794872,3.893149081,9.360712359,3.196438205,8.826497783,2.933755542,9.205956168,3.970219159,5,8.098291578,6.533333333,5.2,7.62,11.9,4.764,13.09,6.305777778,3.185452727,5.242622205,4.214037466,10,3.748085803,3.076923077,10,5.608336293,6.532037884,8,7.51,10,8.503333333,4.433333333,2.288708718,6.94698791,6,0.646567308,3,3.885932878,2.033027439,3.111111111,8.226604423,3.229511487,9.058767072,2.557007225,4.70267146,5.697312557
EGY,2015,Egypt,5.74,139,4,8.067647059,12.57,6.338118361,13.93910561,2,42.78,9,23,5,39,7,5.851441355,5.911318115,4.035330321,4.90322096,1.666666667,5,3.408055189,8.701690132,3.890328827,3.19538785,0.538461538,3.479657954,7.693458483,11.53270758,9.497748735,1.255628162,7.92850207,10.35748965,10,8.779927322,8.28,2.58,6.64,16.8,0,142.296,4.973333333,5.033099891,2.022506349,3.52780312,9.182630907,4.286952555,4.615384615,5.199405142,4.700580771,5.596087033,2,0,10,4,10,4.755470838,6.647463204,8,0.646567308,0,5.008250225,4.183245489,2.222222222,9.714159496,5.164991672,8.551580992,5.605944025,5.907023983,4.971758069
SLV,2015,El Salvador,7.13,69,2,8.338235294,11.65,9.288063077,3.112808509,8,15.13,8,30,8,30,8,8.406574593,3.738130076,2.727632123,4.681659812,4.166666667,2.5,3.833383955,8.165020936,2.118055423,1.32670406,1,3.695250339,9.413547444,-2.932262782,9.071876878,2.320307804,9.853873266,-0.73063367,10,9.584824397,9.12,1.32,8.8,6,6.64,8.4,8.186666667,4.817060402,8.186989555,6.502024978,10,5.385292403,4.615384615,7.854420533,5.951699184,7.660097707,8,6.971,10,8.323666667,5.566666667,4.234742847,7.011511293,6,2.599481826,3,4.735400439,2.809575087,4.222222222,9.068015754,3.078306712,9.10155618,7.220087036,5.916627165,6.325231424
EST,2015,Estonia,7.95,10,1,3.555882353,27.91,6.593933801,13.00026295,7,22.69311065,10,20,4,42,7,6.037454038,7.85616258,5.716304294,7.572090529,8.333333333,6.666666667,5.930983003,9.504907725,8.449612459,7.556614777,1,7.509630596,8.506209755,7.468951226,9.542467824,1.143830439,9.908646669,-0.456766653,10,9.489331062,9.100559738,1.349160394,8.98,5.1,8.6332,3.417,8.904586579,6.584893681,9.919527094,8.252210387,10,7.86341863,5.384615385,7.743794892,6.997276302,8.538518317,10,10,10,10,6.666666667,6.105921165,8.742427246,4,9.251725385,3,6.294456744,5.142669989,9.555555556,9.821569407,6.929838875,9.255622592,9.058416577,8.293945499,8.196134081
ETH,2015,Ethiopia,5.53,146,4,8.382352941,11.5,9.105664995,3.782209468,4,35.79,7,35,3,48,5,6.622004484,4.749940391,4.724080214,5.046143248,1.666666667,7.5,5.546758592,7.012101103,4.79919672,5.157668371,0.794871795,4.607092409,8.793816837,6.030915815,4.906481459,12.73379635,7.973177071,10.13411465,0,5.418368842,3.84,9.24,6.52,17.4,5.3368,11.658,5.232266667,4.333171912,1.759786321,3.046479116,10,4.603549687,0,0.221251283,1.60826699,4.971753193,2,9.075,5,5.358333333,6.666666667,4.287224175,5.338233408,10,7.03979273,10,7.221986163,4.337689515,1.333333333,7.753124358,4.526693564,8.765345553,6.569946101,5.547688737,6.042669411
FJI,2015,Fiji,6.68,91,3,5.347058824,21.82,9.462710641,2.471851948,2,41.94,5,49,5,49,5,5.452442366,,4.8,,7.9,,5.10906166,7.709818901,,,0.918918919,6.121082837,6.990157126,15.04921437,8.647051503,3.382371243,9.725835345,1.370823273,0,6.340760994,7.213333333,4.18,7.7,11.5,0.57,23.575,5.161111111,,6.42368605,6.42368605,10,,0,10,5,6.64619929,10,8.90554905,10,9.635183017,7.766666667,,,10,8.273212426,10,9.009969773,,6.888888889,8.531308788,,8.619009294,7.231296362,7.817625833,8.820926208
FIN,2015,Finland,7.73,18,1,2.764705882,30.6,3.667364446,23.74077248,8,19.93040926,3,48-54,2,54-60,2.5,4.233017582,9.571012014,7.922024996,9.117325408,10,10,6.654143475,8.080379451,9.645389716,8.943212886,1,8.881498661,8.740463109,6.297684454,9.717995338,0.705011654,9.958567126,-0.207164371,10,9.604256393,9.8166,0.2751,8.98,5.1,7.0012,7.497,8.599266667,7.343954981,9.123674546,8.233814764,10,7.561941663,3.076923077,7.743794892,6.127553211,8.24015866,10,8.234,10,9.411333333,3.9,4.23190524,1.95958477,8,10,3,5.181915002,5.848440324,7.777777778,9.519625999,8.6297206,9.857978801,8.957532638,8.431846023,7.675031453
FRA,2015,France,7.35,52,2,2.858823529,30.28,2.432962388,28.27102804,8,16.76165671,5,50,2,60-62,3.5,4.197946479,7.117322569,6.149563446,7.416049321,9.166666667,8.333333333,6.430501438,6.390856768,7.930402756,6.326594974,0.948717949,7.065324981,9.245753597,3.771232016,9.825038153,0.437404619,9.992439253,0.037803733,10,9.765807751,9.8166,0.2751,8.98,5.1,7.0012,7.497,8.599266667,5.410113015,9.963313765,7.68671339,10,6.990363596,5.384615385,7.743794892,6.706257958,8.248059503,10,8.292,10,9.430666667,2.233333333,2.685683281,6.803901892,4,8.503450769,10,5.704394879,2.925346897,8.666666667,9.880589012,6.242136401,7.929110077,8.441903621,7.347625446,7.494228997
GAB,2015,Gabon,5.76,137,4,3.45,28.27,9.809264305,1.2,8,17.55,5,40,2,54,3.5,6.189816076,3.433124849,3.636299365,5.147555158,3.333333333,5,2.915889045,4.601910547,4.898989995,5.933838061,0.804878049,3.900636296,9.580032766,-2.099836168,6.206199271,9.484501822,9.87,0.65,0,6.414058009,,,6.46,17.7,6.106,9.735,6.283,3.830852594,3.566888156,3.698870375,10,6.597894572,1.538461538,0.221251283,2.785869131,5.691934877,5,9.328,9,7.776,8.333333333,3.992848794,5.874462468,8,8.503450769,10,7.450682561,3.948924754,1.777777778,8.213551763,3.686929271,5.551046657,4.529848684,4.618013151,6.614898571
GMB,2015,"Gambia, The",7.24,61,2,8.829411765,9.98,9.57951005,2.043198117,4,34.1,8,30,8,30,8,7.602230454,4.179591124,4.85454355,5.363159297,3.333333333,5.833333333,5.094458646,6.254444922,6.549019814,7.120527761,0.948717949,5.259634324,8.892237362,5.53881319,9.218675489,1.953311279,8.666,6.67,10,9.194228213,5.24,7.14,7.18,14.1,7.0108,7.473,6.476933333,5.499338787,4.517777907,5.008558347,10,6.39723953,7.692307692,10,8.029849074,7.378835189,10,0,9,6.333333333,10,4.924677074,7.619758487,6,10,10,8.09073926,5.587838962,2.222222222,7.884427592,4.921281878,8.566809252,6.345759571,5.921389913,6.781820836
GEO,2015,Georgia,8.01,8,1,6.232352941,18.81,6.930982749,11.76329331,8,19.67,10,20,10,20,10,7.790833923,5.04900416,4.744157956,6.29102223,5.3,,6.499992719,9.981100763,7.185184956,7.494759352,1,6.568152767,8.306716038,8.466419811,8.455309155,3.861727112,9.199284359,4.003578207,10,8.990327388,9.866666667,0.2,9.7,1.5,8.362,4.095,9.309555556,6.652883506,9.398227339,8.025555423,10,6.297041446,6.153846154,9.513805153,7.321564251,8.664168807,10,9.465,10,9.821666667,6.666666667,5.918395732,7.868167781,8,9.251725385,1,6.450825927,6.344195275,8,9.878739687,5.928096115,9.999638041,6.973481854,7.854025162,8.042172585
DEU,2015,Germany,7.68,24,1,4.029411765,26.3,3.13787615,25.68399453,10,10.83370075,5,47,5,47,5,5.541821979,7.626332953,6.804542594,8.021471272,10,8.333333333,5.828996821,6.814874361,7.238562107,6.340189278,1,7.445366969,8.84914879,5.754256051,9.796551541,0.508621147,9.953114011,0.234429945,10,9.649703585,9.100559738,1.349160394,8.98,5.1,7.0012,7.497,8.360586579,5.936988939,9.175153681,7.55607131,10,6.47632464,3.076923077,7.743794892,5.76568087,7.92058469,5,10,10,8.333333333,8.9,5.166666508,4.777049047,8,6.258626923,10,7.183723746,5.458413606,9.555555556,9.536005334,6.674169477,9.351878598,7.55636683,8.0220649,7.846373993
GHA,2015,Ghana,6.52,104,3,5.229411765,22.22,9.63760218,1.83,6,27.31,9,25,5,37,7,6.966753486,5.98678112,5.044727623,5.4453125,5,4.166666667,3.716264023,8.736181591,6.144781113,5.340530336,0.975609756,5.44184396,6.792861611,16.03569194,9.104642943,2.238392642,6.57098526,17.1450737,5,6.867122454,7.286666667,4.07,7.42,12.9,7.162,7.095,7.289555556,5.796195706,3.246184471,4.521190088,10,6.349893411,3.846153846,2.54438975,4.246812336,6.514389495,8,6.77,,7.385,10,5.606910825,6.227861047,8,0,10,6.639128645,4.185374121,6,9.338273582,3.272757494,8.141374836,7.489110871,6.404481817,6.809536821
GRC,2015,Greece,6.36,116,3,5.194117647,22.34,4.00188551,22.51308018,2,47.57961783,3,50,2,63,2.5,3.424000789,4.87567361,2.9686882,5.100465783,8.333333333,7.5,4.125037966,8.044201311,6.213991642,6.657296299,1,5.979854238,9.29755766,3.512211702,9.432885176,1.417787061,9.652819527,-1.735902366,5,8.345815591,9.100559738,1.349160394,8.98,5.1,7.0012,7.497,8.360586579,5.914572933,9.423080809,7.668826871,10,5.031022516,0.769230769,7.743794892,4.514682726,7.636024044,8,5.715,10,7.905,5.566666667,3.987583097,5.053346627,6,5.510352308,3,4.85299145,2.327535336,6,9.560675261,3.997947765,8.893815908,7.836599992,6.43609571,6.398029053
GTM,2015,Guatemala,7.69,23,1,8.567647059,10.87,9.878645923,0.945369462,10,10,10,7,9,21,9.5,9.486573245,3.892135344,3.400157266,5.54280065,6.666666667,5,3.389826813,8.330186722,2.886178891,2.297686775,0.948717949,4.482661786,9.422506546,2.887467269,9.573758149,1.065604628,9.522255934,2.388720328,10,9.629630157,9.406666667,0.89,8.88,5.6,7.5136,6.216,8.600088889,6.053760291,6.622498265,6.338129278,10,6.646517545,8.461538462,8.739425664,7.949160557,8.221844681,10,8.759,10,9.586333333,3.333333333,5.224855194,7.503423244,4,1.270129487,3,4.05529021,4.052948549,6,9.066129832,3.248765216,8.330086279,7.130412424,6.304723717,6.64878242
GIN,2015,Guinea,5.75,138,4,9.194117647,8.74,,,6,25.44,5,40,3,48,4,6.398039216,1.718736903,2.250727557,2.707965318,0.833333333,4.166666667,5.386550715,6.374388033,3.394412048,4.3487106,0.717948718,2.976011266,9.983002326,-0.08498837,7.770724123,5.573189693,8.534,7.33,5,7.821931612,,,7.62,11.9,7.1916,7.021,7.4058,5.052872114,1.72666002,3.389766067,6.584022039,4.135101606,0.833333333,2.316943432,2.428459457,4.952011891,,10,,10,3.333333333,4.03944786,7.24496642,6,8.129313462,0,4.791176846,4.172504006,2.222222222,8.88308318,1.766533157,8.09424222,5.067896354,5.034413523,6.608530123
GNB,2015,Guinea-Bissau,5.65,142,4,8.35,11.61,,,0,67.39,10,12,7,35,8.5,5.616666667,,3.3,,3.333333333,4.166666667,3.480968692,7.228227083,,,0.794871795,3.860624883,8.067517596,9.662412019,7.808698696,5.47825326,9.719078225,1.404608873,0,6.398823629,,,7.62,11.9,7.2868,6.783,7.4534,,5.621913234,5.621913234,10,,0.769230769,1.548758978,1.158994874,6.058577027,10,5.511697137,10,8.503899046,3.333333333,,,8,2.517253846,0,3.462646795,,3.111111111,8.37079273,,9.003335382,7.668460095,7.03842483,6.334990223
GUY,2015,Guyana,6.45,109,3,6.617647059,17.5,,,7,23.66,8,30,4,41,6,6.539215686,3.858248442,4.11958665,4.534600612,6.666666667,2.5,4.554788309,7.070485497,2.98569714,4.381482472,0.923076923,4.345251687,9.859327405,0.703362973,8.368376752,4.079058121,9.648,-1.76,5,8.218926039,,,7.82,10.9,5.1168,12.208,6.4684,6.226973771,1.449704142,3.838338956,10,5.664693557,5.833333333,4.535651294,5.344559395,6.412824588,10,0,9,6.333333333,8.9,5.861935014,6.861039479,10,5.683031065,10,7.88433426,3.990478159,4.444444444,9.311304643,3.115146765,7.8518829,7.130412424,5.973944889,6.730537494
HTI,2015,Haiti,6.53,103,3,8.614705882,10.71,9.916893733,0.805,4,30.04,8,30,,,8,7.632899904,2.752065502,2.436454485,2.614759499,0,2.5,3.881900279,2.699021339,3.357061773,3.270367638,0.897435897,2.478433986,8.444652431,7.776737846,9.407640542,1.480898645,8.196696237,9.016518813,5,7.762247303,,,9.04,4.8,7.6768,5.808,8.3584,5.00704294,7.263321382,6.135182161,10,3.747791187,6.153846154,10,6.633879114,7.781865319,,7.48,9,8.24,6.666666667,5.064043028,6.876162912,10,10,10,8.101145435,3.481242356,0,4.539950346,2.672972532,9.587929619,7.93748393,4.70326313,7.014802855
HND,2015,Honduras,7.3,55,2,7.094117647,15.88,10,0.38524262,10,12.15,8,27,8,29,8,8.773529412,3.902559243,4.509699928,5.241755039,4.166666667,2.5,2.861203918,7.710562723,3.654580146,2.816240922,0.923076923,3.991802199,9.234136196,3.82931902,8.828810779,2.927973053,9.368433764,3.15783118,10,9.357845185,9.513333333,0.73,8.86,5.7,6.8536,7.866,8.408977778,6.173955833,4.537299248,5.355627541,10,6.802132917,2.307692308,8.628800023,5.912875082,7.4193701,10,9.246,9,9.415333333,0,4.337613583,6.244137417,8,2.517253846,10,5.183167474,3.720781753,3.777777778,9.152051544,3.890066184,9.457209562,7.489110871,6.247832949,6.948777919
HKG,2015,Hong Kong,8.95,1,1,8.026470588,12.71,9.168102949,3.553062179,7,21.79,10,17,10,17,10,8.548643384,8.858734652,7.963357914,8.675646694,8.333333333,8.333333333,6.463383613,6.949194442,8.685418996,8.469070728,1,8.081274856,8.974180196,5.129099018,9.658616639,0.853458404,9.400998336,2.995008319,10,9.508448793,9.993333333,0.01,10,0,10,0,9.997777778,7.512907404,9.266275298,8.389591351,10,8.639859944,6.923076923,10,8.520978956,9.227087021,10,10,10,10,10,7.887260689,8.603849293,10,9.499231604,10,9.331723598,7.051864454,10,9.945672523,7.455914629,9.744141802,9.170509841,8.894683875,9.408802491
HUN,2015,Hungary,7.29,58,2,3.270588235,28.88,5.431762371,17.2654321,6,25.06723284,10,16,3,46,6.5,5.300587652,3.570654812,3.058389941,3.117309385,10,6.666666667,6.576328444,8.025707157,5.544871489,7.785865561,1,6.038421495,8.262655762,8.686721192,9.718109707,0.704725732,9.985943505,-0.070282476,10,9.491677243,9.100559738,1.349160394,8.98,5.1,7.0012,7.497,8.360586579,4.67535368,9.963313765,7.319333723,10,6.276983555,3.846153846,7.743794892,5.955644098,7.9088911,10,9.175,10,9.725,7.233333333,5.597814143,6.501836071,6,7.755176154,10,7.18135995,2.736735272,7.333333333,9.552130895,3.434170528,7.624208901,6.895016568,6.26259925,7.7229864
ISL,2015,Iceland,7.19,64,2,2.39505117,31.85682602,7.766256646,8.69783811,7,20,4,46,3,52,3.5,5.165326954,7.846820747,7.040047101,8.048759546,10,10,6.775094571,8.750492215,9.012345473,8.576845364,1,8.450045002,9.613030809,1.934845957,9.395090975,1.512272563,9.673743017,1.631284916,0,7.1704662,9.8,0.3,8.96,5.2,3.032,17.42,7.264,5.451262118,8.768644961,7.10995354,10,4.145144638,0.769230769,7.743794892,4.2193901,7.14833591,5,10,10,8.333333333,5.566666667,7.602641465,5.056347134,8,10,10,7.704275878,5.526907451,7.777777778,9.842016619,7.236297552,9.548915098,8.430694295,8.060434799,8.032681337
IND,2015,India,6.61,99,3,7.317647059,15.12,8.977771391,4.251578994,7,24.34,8,35,8,35,8,7.823854613,5.514435254,5.857644216,4.902953005,6.666666667,7.5,2.593854408,6.584439158,6.226054033,5.601002391,0.783783784,5.09835622,9.77804308,1.109784599,8.796238409,3.009403977,8.825514681,5.872426595,5,8.099949043,7.933333333,3.1,7.32,13.4,3.5144,16.214,6.255911111,5.984280415,1.847359664,3.915820039,10,5.858460379,0,0.331876924,2.063445767,5.55879423,2,7.758,10,6.586,6.666666667,6.256692646,5.54646922,4,6.299740913,10,6.461594908,5.147305767,3.333333333,9.022608544,5.461668503,7.773466815,7.298552321,6.339489214,6.462361374
IDN,2015,Indonesia,6.98,74,2,7.470588235,14.6,8.844244121,4.741624077,7,,8,30,7,35,7.5,7.703708089,5.121916127,4.893803499,5.59301049,4.166666667,4.166666667,1.914978802,5.93207953,5.529411634,4.894431405,0.926829268,4.518732007,9.399968827,3.000155866,9.319185598,1.702036004,8.727375774,6.363121131,10,9.36163255,9.433333333,0.85,8.62,6.9,6.1636,9.591,8.072311111,5.262996287,4.072207071,4.667601679,10,5.818054445,1.538461538,8.296923099,5.217813027,6.989431454,5,9.221,10,8.073666667,1.1,5.682778874,5.582036156,10,0,5,4.560802505,4.803620677,4.888888889,8.999001721,4.51117695,7.644706352,7.522738851,6.39502224,6.343163804
IRN,2015,Iran,5.3,150,4,6.159814919,19.05662927,7.989100817,7.88,0,87,10,20,4,41,7,5.287228934,4.19126778,3.743238445,4.757041383,7.5,6.666666667,5.625799005,7.899555098,5.499002139,5.629288059,0.585365854,4.536952314,6.304900363,18.47549819,4.772168855,13.06957786,7.258840049,13.70579975,10,7.083977317,7.52,3.72,4.68,26.6,0,28.196,4.066666667,5.303747453,0,2.651873727,10,2.973429693,0.833333333,0.442502565,1.416421864,4.533740564,0,9.027,5,4.675666667,8.9,4.407399428,4.976562707,8,2.517253846,1,4.96686933,3.52592861,0.888888889,9.492188843,4.138052013,9.301850311,6.143991695,5.581816727,5.074784241
IRL,2015,Ireland,8.18,5,1,3.855882353,26.89,5.636715733,16.51325326,10,9.571941173,6,40,3,52,4.5,5.998149521,8.985318448,6.328374219,8.649646971,10,10,3.931480739,8.582895926,8.513513406,6.992016663,1,7.998138486,8.966415517,5.167922416,9.232100002,1.919749995,9.941080196,-0.294599018,10,9.534898929,9.100559738,1.349160394,8.98,5.1,7.0012,7.497,8.360586579,7.385433294,9.082844123,8.234138709,10,8.829731958,7.692307692,8.850051305,8.457363652,8.763022235,8,9.426,10,9.142,8.9,6.26199923,7.259178217,10,6.373746095,10,8.132487257,6.086314291,10,9.837816447,7.994766204,8.471290155,9.08083523,8.578503721,8.617663659
ISR,2015,Israel,7.48,39,1,3.235294118,29,6.959630816,11.65815491,10,8.65,5,50,5,50,5,6.298731233,8.520297029,5.723570607,7.300061197,4.166666667,8.333333333,3.462740316,5.740858494,6.798245907,6.595645262,0.948717949,6.132119415,8.537725604,-7.311371979,9.557762053,1.105594869,9.873375541,-0.633122293,10,9.4922158,9.72,0.42,9.1,4.5,5.914,10.215,8.244666667,5.935111226,7.329593416,6.632352321,10,6.717527028,6.153846154,9.845682077,7.572351753,8.112342685,10,8.714,10,9.571333333,8.9,5.859180335,7.022153406,8,2.517253846,0,5.383097931,4.479484558,8.444444444,9.58113688,5.815420401,7.507657209,7.36580828,7.198991962,7.384474409
ITA,2015,Italy,7.31,54,2,4.797058824,23.69,3.341070407,24.9382716,10,13.24694613,5,47-49,2,61-62,3.5,5.409532308,4.715953952,2.256357837,4.99201509,10,6.666666667,3.596415071,8.251282756,5.527777672,4.976763206,1,5.664803584,9.140785299,4.296073506,9.830635893,0.423410267,9.99224265,0.03878675,10,9.740915961,9.100559738,1.349160394,8.98,5.1,7.0012,7.497,8.360586579,6.183405453,9.963313765,8.073359609,10,5.112579321,6.923076923,7.743794892,6.593150379,8.256774142,10,8.607,10,9.535666667,5.566666667,3.033140005,3.998856117,8,10,10,6.766443798,1.599412647,7.111111111,9.645880469,3.762135571,7.202226087,7.309761648,6.105087922,7.469066129
JAM,2015,Jamaica,7.3,55,2,7.482352941,14.56,9.358736486,2.853437095,7,21.92,9,25,5,39,7,7.710272357,6.474387651,4.049434865,6.180556832,10,4.166666667,3.548887988,6.4384436,4.646464586,2.20179914,0.945945946,5.157474738,5.879647956,20.60176022,9.595066177,1.012334558,9.264565789,3.677171055,10,8.68481998,3.506666667,9.74,8.3,8.5,5.512,11.22,5.772888889,6.904593388,5.452679045,6.178636216,10,7.081132163,1.538461538,10,6.206531234,7.039514085,10,9.68,9,9.56,8.9,4.703940354,6.989306551,10,6.546424852,10,7.85661196,3.572328443,5.111111111,9.634665478,3.780554981,8.80589795,6.995900507,6.316743078,7.911118346
