0,1,2
B20017D_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (ASIAN ALONE),Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B20017E_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B20017F_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (SOME OTHER RACE ALONE),Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B20017G_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (TWO OR MORE RACES),Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B20017H_001E,"MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B20017I_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO),Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total
B20017_001E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,Estimate!!Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars)!!Total (dollars)
B21001_001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Estimate!!Total
B21002_001E,PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER,Estimate!!Total
B21003_001E,VETERAN STATUS BY EDUCATIONAL ATTAINMENT FOR THE CIVILIAN POPULATION 25 YEARS AND OVER,Estimate!!Total
B21004_001E,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY VETERAN STATUS BY SEX FOR THE CIVILIAN POPULATION 18 YEARS AND OVER WITH INCOME,Estimate!!Total
B21005_001E,AGE BY VETERAN STATUS BY EMPLOYMENT STATUS FOR THE CIVILIAN POPULATION 18 TO 64 YEARS,Estimate!!Total
B21100_001E,SERVICE-CONNECTED DISABILITY-RATING STATUS AND RATINGS FOR CIVILIAN VETERANS 18 YEARS AND OVER,Estimate!!Total
B22001_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS,Estimate!!Total
B22002_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF CHILDREN UNDER 18 YEARS BY HOUSEHOLD TYPE FOR HOUSEHOLDS,Estimate!!Total
B22003_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY POVERTY STATUS IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Estimate!!Total
B22005A_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (WHITE ALONE),Estimate!!Total
B22005B_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (BLACK OR AFRICAN AMERICAN ALONE),Estimate!!Total
B22005C_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Estimate!!Total
B22005D_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (ASIAN ALONE),Estimate!!Total
B22005E_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Estimate!!Total
B22005F_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (SOME OTHER RACE ALONE),Estimate!!Total
B22005G_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (TWO OR MORE RACES),Estimate!!Total
B22005H_001E,"RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (WHITE ALONE, NOT HISPANIC OR LATINO)",Estimate!!Total
B22005I_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (HISPANIC OR LATINO),Estimate!!Total
B22007_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN THE PAST 12 MONTHS,Estimate!!Total
B22008_001E,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,Estimate!!Total
B22010_001E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR HOUSEHOLDS,Estimate!!Total
B23001_001E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Estimate!!Total
B23003_001E,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY AGE OF OWN CHILDREN UNDER 18 YEARS BY EMPLOYMENT STATUS FOR FEMALES 20 TO 64 YEARS,Estimate!!Total
B23006_001E,EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 25 TO 64 YEARS,Estimate!!Total
B23007_001E,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY EMPLOYMENT STATUS,Estimate!!Total
B23008_001E,AGE OF OWN CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY LIVING ARRANGEMENTS BY EMPLOYMENT STATUS OF PARENTS,Estimate!!Total
B23009_001E,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN THE PAST 12 MONTHS,Estimate!!Total
B23010_001E,PRESENCE OF OWN CHILDREN UNDER 18 YEARS IN MARRIED-COUPLE FAMILIES BY WORK EXPERIENCE OF HOUSEHOLDER AND SPOUSE,Estimate!!Total
B23013_001E,MEDIAN AGE BY SEX FOR WORKERS 16 TO 64 YEARS,Estimate!!Total
B23018_001E,AGGREGATE USUAL HOURS WORKED IN THE PAST 12 MONTHS BY SEX FOR WORKERS 16 TO 64 YEARS,Estimate!!Aggregate usual hours
B23020_001E,MEAN USUAL HOURS WORKED IN THE PAST 12 MONTHS FOR WORKERS 16 TO 64 YEARS,Estimate!!Total
B23022_001E,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 TO 64 YEARS,Estimate!!Total
B23024_001E,POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS BY EMPLOYMENT STATUS FOR THE POPULATION 20 TO 64 YEARS,Estimate!!Total
B23025_001E,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Estimate!!Total
B23026_001E,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER,Estimate!!Total
B23027_001E,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER",Estimate!!Total
B24011_001E,OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
B24012_001E,SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
B24021_001E,"OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B24022_001E,"SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B24031_001E,INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
B24032_001E,SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Male
B24041_001E,"INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B24042_001E,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Male
B24080_001E,SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
B24081_001E,CLASS OF WORKER  BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Total
B24082_001E,SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE  CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Estimate!!Male
B24090_001E,"SEX BY CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B24091_001E,"CLASS OF WORKER BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B24092_001E,"SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Male
B24121_001E,"DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B24122_001E,"DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER",Estimate!!Total
B24123_001E,"DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER",Estimate!!Total
B24124_001E,"DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",Estimate!!Total
B24125_001E,"DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER",Estimate!!Total
B24126_001E,"DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER",Estimate!!Total
B25001_001E,HOUSING UNITS,Estimate!!Total
B25002_001E,OCCUPANCY STATUS,Estimate!!Total
B25003A_001E,TENURE (WHITE ALONE HOUSEHOLDER),Estimate!!Total
B25003B_001E,TENURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Estimate!!Total
B25003C_001E,TENURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),Estimate!!Total
B25003D_001E,TENURE (ASIAN ALONE HOUSEHOLDER),Estimate!!Total
B25003E_001E,TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Estimate!!Total
B25003F_001E,TENURE (SOME OTHER RACE ALONE HOUSEHOLDER),Estimate!!Total
B25003G_001E,TENURE (TWO OR MORE RACES HOUSEHOLDER),Estimate!!Total
B25003H_001E,"TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",Estimate!!Total
B25003I_001E,TENURE (HISPANIC OR LATINO HOUSEHOLDER),Estimate!!Total
B25003_001E,TENURE,Estimate!!Total
B25004_001E,VACANCY STATUS,Estimate!!Total
B25005_001E,VACANT - CURRENT RESIDENCE ELSEWHERE,Estimate!!Total
B25006_001E,RACE OF HOUSEHOLDER,Estimate!!Total
B25007_001E,TENURE BY AGE OF HOUSEHOLDER,Estimate!!Total
B25008_001E,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE,Estimate!!Total
B25009_001E,TENURE BY HOUSEHOLD SIZE,Estimate!!Total
B25010_001E,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE,Estimate!!Total
B25011_001E,TENURE BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER,Estimate!!Total
B25012_001E,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Estimate!!Total
B25013_001E,TENURE BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER,Estimate!!Total
B25014A_001E,OCCUPANTS PER ROOM (WHITE ALONE HOUSEHOLDER),Estimate!!Total
B25014B_001E,OCCUPANTS PER ROOM (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Estimate!!Total
B25014C_001E,OCCUPANTS PER ROOM (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),Estimate!!Total
B25014D_001E,OCCUPANTS PER ROOM (ASIAN ALONE HOUSEHOLDER),Estimate!!Total
B25014E_001E,OCCUPANTS PER ROOM (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Estimate!!Total
B25014F_001E,OCCUPANTS PER ROOM (SOME OTHER RACE ALONE HOUSEHOLDER),Estimate!!Total
B25014G_001E,OCCUPANTS PER ROOM (TWO OR MORE RACES HOUSEHOLDER),Estimate!!Total
B25014H_001E,"OCCUPANTS PER ROOM (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",Estimate!!Total
B25014I_001E,OCCUPANTS PER ROOM (HISPANIC OR LATINO HOUSEHOLDER),Estimate!!Total
B25014_001E,TENURE BY OCCUPANTS PER ROOM,Estimate!!Total
B25015_001E,TENURE BY AGE OF HOUSEHOLDER BY OCCUPANTS PER ROOM,Estimate!!Total
B25016_001E,TENURE BY PLUMBING FACILITIES BY OCCUPANTS PER ROOM,Estimate!!Total
B25017_001E,ROOMS,Estimate!!Total
B25018_001E,MEDIAN NUMBER OF ROOMS,Estimate!!Median number of rooms
B25019_001E,AGGREGATE NUMBER OF ROOMS,Estimate!!Aggregate number of rooms
B25020_001E,TENURE BY ROOMS,Estimate!!Total
B25021_001E,MEDIAN NUMBER OF ROOMS BY TENURE,Estimate!!Median number of rooms!!Total
B25022_001E,AGGREGATE NUMBER OF ROOMS BY TENURE,Estimate!!Aggregate number of rooms
B25024_001E,UNITS IN STRUCTURE,Estimate!!Total
B25026_001E,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT,Estimate!!Total population in occupied housing units
B25027_001E,MORTGAGE STATUS BY AGE OF HOUSEHOLDER,Estimate!!Total
B25031_001E,MEDIAN GROSS RENT BY BEDROOMS,Estimate!!Median gross rent!!Total
B25032A_001E,UNITS IN STRUCTURE (WHITE ALONE HOUSEHOLDER),Estimate!!Total
B25032B_001E,UNITS IN STRUCTURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Estimate!!Total
B25032C_001E,UNITS IN STRUCTURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),Estimate!!Total
B25032D_001E,UNITS IN STRUCTURE (ASIAN ALONE HOUSEHOLDER),Estimate!!Total
B25032E_001E,UNITS IN STRUCTURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Estimate!!Total
B25032F_001E,UNITS IN STRUCTURE (SOME OTHER RACE ALONE HOUSEHOLDER),Estimate!!Total
B25032G_001E,UNITS IN STRUCTURE (TWO OR MORE RACES HOUSEHOLDER),Estimate!!Total
B25032H_001E,"UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",Estimate!!Total
B25032I_001E,UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER),Estimate!!Total
B25032_001E,TENURE BY UNITS IN STRUCTURE,Estimate!!Total
B25033_001E,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY UNITS IN STRUCTURE,Estimate!!Total
B25034_001E,YEAR STRUCTURE BUILT,Estimate!!Total
B25035_001E,MEDIAN YEAR STRUCTURE BUILT,Estimate!!Median year structure built
B25036_001E,TENURE BY YEAR STRUCTURE BUILT,Estimate!!Total
B25037_001E,MEDIAN YEAR STRUCTURE BUILT BY TENURE,Estimate!!Median year structure built!!Total
B25038_001E,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT,Estimate!!Total
B25039_001E,MEDIAN YEAR HOUSEHOLDER MOVED INTO UNIT BY TENURE,Estimate!!Median year householder moved into unit!!Total
B25040_001E,HOUSE HEATING FUEL,Estimate!!Total
B25041_001E,BEDROOMS,Estimate!!Total
B25042_001E,TENURE BY BEDROOMS,Estimate!!Total
B25043_001E,TENURE BY TELEPHONE SERVICE AVAILABLE BY AGE OF HOUSEHOLDER,Estimate!!Total
B25044_001E,TENURE BY VEHICLES AVAILABLE,Estimate!!Total
B25045_001E,TENURE BY VEHICLES AVAILABLE BY AGE OF HOUSEHOLDER,Estimate!!Total
B25046_001E,AGGREGATE NUMBER OF VEHICLES AVAILABLE BY TENURE,Estimate!!Aggregate number of vehicles available
B25047_001E,PLUMBING FACILITIES FOR ALL HOUSING UNITS,Estimate!!Total
B25048_001E,PLUMBING FACILITIES FOR OCCUPIED HOUSING UNITS,Estimate!!Total
B25049_001E,TENURE BY PLUMBING FACILITIES,Estimate!!Total
B25050_001E,PLUMBING FACILITIES BY OCCUPANTS PER ROOM BY YEAR STRUCTURE BUILT,Estimate!!Total
B25051_001E,KITCHEN FACILITIES FOR ALL HOUSING UNITS,Estimate!!Total
B25052_001E,KITCHEN FACILITIES FOR OCCUPIED HOUSING UNITS,Estimate!!Total
B25053_001E,TENURE BY KITCHEN FACILITIES,Estimate!!Total
B25054_001E,KITCHEN FACILITIES BY MEALS INCLUDED IN RENT,Estimate!!Total
B25055_001E,AGE OF HOUSEHOLDER BY MEALS INCLUDED IN RENT,Estimate!!Total
B25056_001E,CONTRACT RENT,Estimate!!Total
B25057_001E,LOWER CONTRACT RENT QUARTILE (DOLLARS),Estimate!!Lower contract rent quartile
B25058_001E,MEDIAN CONTRACT RENT (DOLLARS),Estimate!!Median contract rent
B25059_001E,UPPER CONTRACT RENT QUARTILE (DOLLARS),Estimate!!Upper contract rent quartile
B25060_001E,AGGREGATE CONTRACT RENT (DOLLARS),Estimate!!Aggregate contract rent
B25061_001E,RENT ASKED,Estimate!!Total
B25062_001E,AGGREGATE RENT ASKED (DOLLARS),Estimate!!Aggregate rent asked
B25063_001E,GROSS RENT,Estimate!!Total
B25064_001E,MEDIAN GROSS RENT (DOLLARS),Estimate!!Median gross rent
B25065_001E,AGGREGATE GROSS RENT (DOLLARS),Estimate!!Aggregate gross rent
B25066_001E,AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,Estimate!!Aggregate gross rent
B25067_001E,AGGREGATE GROSS RENT (DOLLARS) BY MEALS INCLUDED IN RENT,Estimate!!Aggregate gross rent
B25068_001E,BEDROOMS BY GROSS RENT,Estimate!!Total
B25069_001E,INCLUSION OF UTILITIES IN RENT,Estimate!!Total
B25070_001E,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Total
B25071_001E,MEDIAN GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS (DOLLARS),Estimate!!Median gross rent as a percentage of household income
B25072_001E,AGE OF HOUSEHOLDER BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Total
B25074_001E,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Total
B25075_001E,VALUE,Estimate!!Total
B25076_001E,LOWER VALUE QUARTILE (DOLLARS),Estimate!!Lower value quartile (dollars)
B25077_001E,MEDIAN VALUE (DOLLARS),Estimate!!Median value (dollars)
B25078_001E,UPPER VALUE QUARTILE (DOLLARS),Estimate!!Upper value quartile (dollars)
B25079_001E,AGGREGATE VALUE (DOLLARS) BY AGE OF HOUSEHOLDER,Estimate!!Aggregate value (dollars)
B25080_001E,AGGREGATE VALUE (DOLLARS) BY UNITS IN STRUCTURE,Estimate!!Aggregate value (dollars)
B25081_001E,MORTGAGE STATUS,Estimate!!Total
B25082_001E,AGGREGATE VALUE (DOLLARS) BY MORTGAGE STATUS,Estimate!!Aggregate value (dollars)
B25083_001E,MEDIAN VALUE (DOLLARS) FOR MOBILE HOMES,Estimate!!Median value (dollars)
B25085_001E,PRICE ASKED,Estimate!!Total
B25086_001E,AGGREGATE PRICE ASKED (DOLLARS),Estimate!!Aggregate price asked (dollars)
B25087_001E,MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS,Estimate!!Total
B25088_001E,MEDIAN SELECTED MONTHLY OWNER COSTS (DOLLARS) BY MORTGAGE STATUS,Estimate!!Median selected monthly owner costs (dollars)!!Total
B25089_001E,AGGREGATE SELECTED MONTHLY OWNER COSTS (DOLLARS) BY MORTGAGE STATUS,Estimate!!Aggregate selected monthly owner costs (dollars)
B25090_001E,MORTGAGE STATUS BY AGGREGATE REAL ESTATE TAXES PAID (DOLLARS),Estimate!!Aggregate real estate taxes paid (dollars)
B25091_001E,MORTGAGE STATUS BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Total
B25092_001E,MEDIAN SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Median selected monthly owner costs as a percentage of household income in the past 12 months!!Total
B25093_001E,AGE OF HOUSEHOLDER BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Total
B25094_001E,SELECTED MONTHLY OWNER COSTS,Estimate!!Total
B25095_001E,HOUSEHOLD INCOME BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Total
B25096_001E,MORTGAGE STATUS BY VALUE,Estimate!!Total
B25097_001E,MORTGAGE STATUS BY MEDIAN VALUE (DOLLARS),Estimate!!Median value!!Total
B25098_001E,MORTGAGE STATUS BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Total
B25099_001E,MORTGAGE STATUS BY MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Estimate!!Median household income!!Total
B25100_001E,MORTGAGE STATUS BY RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Total
B25101_001E,MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Total
B25102_001E,MORTGAGE STATUS BY REAL ESTATE TAXES PAID,Estimate!!Total
B25103_001E,MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID (DOLLARS),Estimate!!Median real estate taxes paid!!Total
B25104_001E,MONTHLY HOUSING COSTS,Estimate!!Total
B25105_001E,MEDIAN MONTHLY HOUSING COSTS (DOLLARS),Estimate!!Median monthly housing costs
B25106_001E,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Estimate!!Total
B25107_001E,MEDIAN VALUE BY YEAR STRUCTURE BUILT,Estimate!!Median value!!Total
B25108_001E,AGGREGATE VALUE (DOLLARS) BY YEAR STRUCTURE BUILT,Estimate!!Aggregate value (dollars)
B25109_001E,MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT,Estimate!!Median value!!Total
B25110_001E,AGGREGATE VALUE (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT,Estimate!!Aggregate value (dollars)
B25111_001E,MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT,Estimate!!Median gross rent!!Total
B25112_001E,AGGREGATE GROSS RENT (DOLLARS) BY YEAR STRUCTURE BUILT,Estimate!!Aggregate gross rent (dollars)
B25113_001E,MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT,Estimate!!Median gross rent!!Total
